ранг	кандзи	freq	pmw	кум%	написания
2333	粥	685	3.5070	99.333	粥(574)/小豆粥(25)/白粥(11)/芋粥(10)/朝粥(9)/粥食(7)/茶粥(7)/乳粥(6)/粟粥(4)/タマゴ粥(3)/糜粥(3)/たまご粥(2)/なつめ粥(2)/小粥(2)/筒粥(2)/薬粥(2)/うす粥(1)/くらげ粥(1)/くるみ粥(1)/変わり粥(1)
2334	弧	684	3.5019	99.334	弧(373)/括弧(137)/円弧(61)/島弧(34)/弧状(34)/弧帯(13)/連弧(8)/弧文(7)/弧形(6)/弧線(3)/前弧(2)/弧つぜん(1)/弧光(1)/弧度(1)/弧端(1)/弧篷(1)/彩弧(1)
2335	曰	683	3.4968	99.336	曰く(557)/曰(83)/曰う(10)/曰ふ(10)/曰わく(7)/曰ひ(5)/曰はく(3)/曰ク(3)/嚩曰(1)/曰さく(1)/曰っ(1)/曰へ(1)/曰佐(1)
2336	凸	682	3.4917	99.337	凹凸(257)/凸(194)/凸凹(146)/凸版(38)/凸型(16)/凸面(10)/凸状(9)/凸部(6)/凸起(4)/凸凸(2)
2337	厨	682	3.4917	99.338	厨房(365)/御厨(98)/厨(85)/厨子(84)/厨川(17)/厨子王(10)/司厨(8)/厨芥(3)/天厨(3)/厨夫(2)/厨女(2)/三厨(1)/厨事(1)/厨書(1)/寒厨(1)/庖厨(1)
2338	玩	680	3.4814	99.339	玩具(536)/愛玩(48)/食玩(18)/玩具屋(17)/玩味(13)/玩弄(8)/玩具箱(7)/賞玩(4)/宗玩(3)/玩び(3)/玩器(3)/玩物(3)/玩辞(3)/玩(2)/玩ば(2)/玩ぶ(2)/玩ん(2)/玩欲(2)/玩貨(2)/玩好(1)
2339	舵	680	3.4814	99.340	操舵(232)/舵(213)/舵取り(70)/舵輪(32)/舵角(21)/縦舵(16)/舵手(16)/転舵(16)/取り舵(13)/舵とり(13)/面舵(13)/横舵(9)/潜舵(6)/舵取(4)/上げ舵(2)/上舵(1)/下げ舵(1)/舵柄(1)/舵機(1)
2340	昂	678	3.4712	99.341	昂奮(111)/激昂(95)/昂揚(85)/昂(42)/昂然(40)/昂ぶっ(34)/軒昂(34)/重昂(30)/昂ぶり(28)/昂進(27)/昂じ(25)/昂り(17)/昂っ(15)/曹昂(13)/子昂(12)/昂ぶら(12)/昂まっ(8)/昂る(8)/昂まり(7)/昂まる(6)
2341	逝	675	3.4558	99.342	逝っ(195)/逝く(111)/逝去(110)/急逝(95)/逝き(54)/逝か(37)/逝け(17)/夭逝(13)/早逝(7)/逝こう(6)/逝(5)/長逝(5)/逝ける(4)/善逝(2)/素逝(2)/去り逝く(1)/天逝(1)/室利佛逝(1)/永逝(1)/逝かす(1)
2342	挽	674	3.4507	99.344	挽回(145)/挽き(108)/挽き肉(66)/挽い(57)/挽肉(53)/挽歌(44)/木挽町(35)/粗挽き(28)/挽く(25)/木挽(19)/挽(17)/木挽き(15)/細挽き(11)/挽か(8)/挽物(6)/新挽き(6)/合挽き(4)/合い挽き(3)/粉挽き(3)/前挽(2)
2343	喩	671	3.4353	99.345	比喩(390)/喩え(74)/隠喩(69)/喩(35)/譬喩(30)/暗喩(23)/喩える(16)/直喩(12)/換喩(5)/喩えれ(3)/引喩(3)/提喩(2)/揶喩(2)/古喩(1)/喩えよう(1)/喩へれ(1)/声喩(1)/寓喩(1)/慰喩(1)/百喩(1)
2344	訣	671	3.4353	99.346	秘訣(530)/訣別(88)/訣(23)/訣れ(11)/要訣(5)/口訣(4)/永訣(3)/訣る(2)/顕訣(2)/書訣(1)/訣れよう(1)/訣れる(1)
2345	撰	668	3.4200	99.347	新撰(197)/撰(127)/杜撰(53)/勅撰(39)/後撰(25)/撰者(19)/上撰(16)/撰し(14)/撰集(13)/喜撰(12)/撰文(12)/特撰(12)/再撰(11)/撰ん(9)/撰択(8)/撰述(8)/初撰(7)/撰ば(7)/撰定(7)/撰進(7)
2346	條	668	3.4200	99.348	東條(192)/條(147)/下條(42)/一條(36)/上條(31)/南條(31)/十條(28)/北條(21)/五條(20)/本條(18)/條件(16)/中條(15)/條約(12)/西條(11)/二條(10)/四條畷(5)/三條(4)/條治(4)/條項(4)/九條(2)
2347	肛	667	3.4149	99.349	肛門(630)/脱肛(12)/秘肛(8)/肛壁(5)/挿肛(3)/肛囲(2)/裂肛(2)/鎖肛(2)/肛(1)/肛孔(1)/肛悦(1)
2348	餃	667	3.4149	99.350	餃子(665)/蛋餃(1)/餃(1)
2349	祇	666	3.4097	99.351	祇園(408)/神祇(98)/祇王(43)/地祇(33)/祇園寺(19)/大山祇(15)/祇(11)/宗祇(9)/祇女(7)/祇劫(5)/跋祇(4)/阿僧祇(4)/羅閲祇(3)/僧祇(2)/太祇(2)/祇文(1)/祇晶(1)/祇陀(1)
2350	轟	666	3.4097	99.353	轟音(264)/轟き(77)/轟い(74)/轟く(47)/轟か(44)/轟木(43)/轟(38)/轟々(33)/轟然(19)/轟沈(16)/轟かす(3)/轟かし(2)/轟轟(2)/轟かせ(1)/轟二(1)/轟天(1)/轟（ごう）音(1)
2351	鸞	666	3.4097	99.354	親鸞(585)/善鸞(21)/曇鸞(21)/鸞(16)/鸞王(12)/季鸞(4)/翔鸞(3)/鸞国(2)/智鸞(1)/鳳鸞(1)
2352	憐	663	3.3944	99.355	可憐(345)/憐れみ(97)/憐憫(62)/憐れ(48)/憐れむ(33)/憐み(20)/憐れん(16)/憐愍(15)/憐(6)/憐む(5)/憐れま(5)/憐ん(4)/哀憐(3)/愛憐(2)/憐れめ(1)/憐情(1)
2353	薇	661	3.3841	99.356	薔薇(514)/薔薇色(53)/酒鬼薔薇(17)/青薔薇(15)/薇(11)/白薔薇(9)/野薔薇(8)/薔薇子(5)/黒薔薇(4)/紅薔薇(3)/紫薇(3)/薔薇垣(3)/薔薇柄(3)/翠薇(2)/蔓薔薇(2)/薔薇作り(2)/薔薇水(2)/采薇(2)/薔薇石(1)/薔薇窓(1)
2354	采	661	3.3841	99.357	喝采(265)/采配(183)/風采(73)/采女(65)/采(21)/納采(12)/喝采(8)/采地(6)/采蘋(4)/美采(3)/采茆(3)/文采(2)/采女が原(2)/采女町(2)/采王(2)/采薇(2)/采麟(2)/成五采(1)/渴采(1)/采の目(1)
2355	妓	660	3.3790	99.358	舞妓(201)/芸妓(138)/妓(107)/娼妓(65)/妓楼(45)/妓女(38)/名妓(16)/妓生(16)/歌舞妓(8)/妓館(6)/美妓(4)/雛妓(4)/歌妓(3)/売れっ妓(2)/老妓(2)/哥舞妓(1)/妓夫(1)/官妓(1)/家妓(1)/繁妓(1)
2356	梯	660	3.3790	99.359	梯子(245)/磐梯(208)/梯子段(43)/階梯(39)/縄梯子(29)/梯(23)/舷梯(21)/雲梯(10)/倉梯(5)/梯子場(5)/梯形(5)/梯体(4)/梯団(4)/梯子車(3)/神梯(3)/梯上(2)/梯航(2)/竹梯子(2)/揩梯(1)/梯子乗り(1)
2357	榎	660	3.3790	99.360	榎本(420)/榎(73)/榎津(54)/榎木津(40)/榎木(30)/榎坂(9)/榎並(7)/榎田(6)/榎町(6)/榎森(3)/並榎(2)/榎島(2)/榎之木(1)/榎南(1)/榎原(1)/榎堀(1)/榎戸(1)/榎沢(1)/榎谷(1)/榎阪(1)
2358	蔓	656	3.3585	99.362	蔓延(347)/蔓(207)/蔓草(29)/藤蔓(23)/芋蔓(7)/蔓延り(6)/金蔓(6)/手蔓(5)/蔓延っ(5)/蔓巻(3)/蔓延る(3)/蔓棚(3)/枯蔓(2)/蔓脚(2)/蔓薔薇(2)/鍋蔓(2)/葛蔓(1)/蔓根(1)/蔓菁(1)/蔓豆(1)
2359	且	655	3.3534	99.363	且つ(300)/且(225)/且元(74)/尚且つ(47)/且行(4)/〜且―。安。(1)/且く(1)/尚お且つ(1)/猶且(1)/苟且(1)
2360	哺	655	3.3534	99.364	哺乳(602)/哺育(36)/反哺(4)/哺う(4)/発哺(4)/含哺(1)/哺(1)/哺ひ(1)/哺養(1)/哺（ほ）乳(1)
2361	牌	652	3.3381	99.365	牌(235)/位牌(211)/手牌(74)/捨て牌(36)/牌譜(13)/字牌(12)/役牌(10)/骨牌(10)/数牌(7)/韻牌(6)/牌楼(5)/配牌(5)/端牌(3)/賞牌(3)/闘牌(3)/霊牌(3)/人牌(2)/招牌(2)/文牌(2)/武牌(2)
2362	甕	651	3.3329	99.366	甕(313)/甕棺(209)/大甕(29)/天津甕星(17)/叩き甕(12)/酢甕(9)/水甕(7)/武甕槌(6)/甕形(6)/甕星(6)/酒甕(6)/甕山(5)/下甕(4)/埋甕(3)/武甕雷(3)/甕倉(3)/甕幻(2)/甕速日(2)/藍甕(2)/建甕槌(1)
2363	杜	649	3.3227	99.367	杜(211)/杜氏(106)/杜甫(69)/杜撰(53)/雛杜(37)/杜夫(28)/杜若(18)/北杜(14)/杜仲(14)/杜栄(13)/杜韋(9)/杜鵑(9)/杜牧(8)/杜絶(8)/杜興(8)/杜遠(7)/杜女(5)/李杜(4)/杜国(4)/杜陵(4)
2364	樋	649	3.3227	99.368	樋口(350)/樋(132)/樋渡(76)/雨樋(20)/樋高(10)/樋泉(8)/懸樋(6)/木樋(5)/樋門(5)/井樋の口(4)/樋上(4)/樋道(3)/戸樋(2)/樋川(2)/樋橋(2)/樋浦(2)/樋爪(2)/樋野(2)/土樋(1)/大樋(1)
2365	琵	648	3.3176	99.369	琵琶(643)/琶琵(2)/琵渡(1)/琵琶島(1)/琵琶瀬(1)
2366	琶	648	3.3176	99.370	琵琶(643)/琶琵(2)/琵琶島(1)/琵琶瀬(1)/琶音(1)
2367	薔	648	3.3176	99.371	薔薇(514)/薔薇色(53)/酒鬼薔薇(17)/青薔薇(15)/白薔薇(9)/野薔薇(8)/薔薇子(5)/黒薔薇(4)/紅薔薇(3)/薔薇垣(3)/薔薇柄(3)/蔓薔薇(2)/薔人(2)/薔子(2)/薔薇作り(2)/薔薇水(2)/薔園(1)/薔薇石(1)/薔薇窓(1)/薔警(1)
2368	畏	646	3.3074	99.372	畏敬(161)/畏怖(149)/畏れ(95)/畏(54)/畏れ多い(38)/畏れる(20)/畏まっ(19)/畏れ多く(17)/畏友(12)/畏れ入り(9)/畏まり(8)/畏み(8)/畏く(7)/畏る(7)/畏縮(7)/畏し(3)/畏っ(3)/畏れおおい(3)/畏まる(2)/畏れ入っ(2)
2369	屯	643	3.2920	99.374	駐屯(297)/屯(106)/屯田(98)/屯所(63)/屯営(15)/屯集(13)/屯倉(12)/屯鶴(7)/小屯(6)/分屯(5)/屯用(5)/屯ろ(4)/屯服(4)/軍屯(2)/屯宅(1)/屯死(1)/屯民(1)/屯聚(1)/屯長(1)/范家屯(1)
2370	婿	642	3.2869	99.375	婿(342)/花婿(93)/娘婿(84)/女婿(36)/婿入り(31)/妹婿(13)/入り婿(10)/入婿(8)/婿取り(6)/姉婿(5)/招婿(5)/婿方(3)/婿とり(2)/婿取(2)/婿がね(1)/皇婿(1)
2371	攣	641	3.2818	99.376	痙攣(544)/攣縮(23)/攣っ(15)/引き攣っ(13)/引き攣ら(12)/引き攣り(7)/攣(5)/攣り(5)/引き攣れ(4)/攣る(3)/引き攣る(2)/攣れる(2)/ひき攣っ(1)/引攣ら(1)/攣ら(1)/攣れ(1)/攣痺(1)/痙攣ら(1)
2372	厭	639	3.2715	99.377	厭(327)/厭わ(75)/厭味(48)/厭う(30)/厭世(29)/厭い(22)/厭戦(17)/厭がらせ(12)/厭離(11)/厭き(10)/厭気(7)/厭わしい(6)/厭っ(5)/厭人(5)/厭悪(5)/厭わしく(4)/厭ふ(3)/厭怛(3)/禁厭(3)/厭か(2)
2373	唸	639	3.2715	99.378	唸っ(201)/唸り(199)/唸る(112)/唸り声(85)/唸ら(26)/唸らさ(4)/唸(2)/唸り音(2)/唸声(2)/唸らす(1)/唸りおち(1)/唸り出(1)/唸り返し(1)/唸り飛ぶ(1)/唸れ(1)
2374	仇	637	3.2613	99.379	仇(304)/仇討ち(111)/仇敵(61)/仇名(45)/仇討(41)/仇衡(18)/復仇(18)/恋仇(11)/仇役(5)/仇讎(4)/仇亥(3)/仇花(3)/仇呼ばわり(2)/仇怨(2)/碁仇(2)/仇夢(1)/仇打ち(1)/仇教(1)/仇者(1)/仇野(1)
2375	捻	636	3.2561	99.380	捻出(163)/捻挫(113)/捻っ(83)/捻り(58)/捻転(37)/捻る(31)/捻(23)/捻れ(16)/捻り出す(8)/捻じ曲がっ(7)/捻ら(7)/捻り出し(6)/捻じれ(5)/捻じ曲げ(5)/捻じ上げ(4)/捻じ伏せ(4)/捻くれ(3)/捻じ曲げる(3)/捻ぢ(3)/捻りあげ(3)
2376	疵	634	3.2459	99.381	瑕疵(526)/疵(71)/疵痕(9)/刀疵(8)/疵口(8)/無疵(3)/疵もの(2)/疵跡(2)/切疵(1)/向う疵(1)/槍疵(1)/疵あと(1)/矢疵(1)
2377	膿	632	3.2357	99.382	膿(148)/化膿(145)/膿漏(70)/膿瘍(49)/蓄膿(48)/排膿(28)/緑膿(28)/膿ん(19)/膿胸(16)/膿み(12)/膿性(12)/膿栓(12)/膿汁(8)/膿疱(8)/膿盆(8)/膿む(7)/膿腫(4)/血膿(3)/膿みただれ(2)/膿尿(2)
2378	愁	631	3.2306	99.383	郷愁(167)/哀愁(134)/憂愁(56)/愁傷(50)/愁訴(48)/愁い(27)/愁(23)/愁嘆(17)/旅愁(15)/愁子(13)/愁眉(12)/悲愁(10)/春愁(10)/愁ひ(7)/愁歎(7)/孤愁(6)/魚愁(6)/愁え(4)/幽愁(2)/愁う(2)
2379	灘	631	3.2306	99.384	灘(475)/東灘(69)/内灘(26)/外灘(12)/月灘(9)/枯木灘(8)/下灘(7)/燧灘(7)/響灘(7)/灘尾(5)/灘高(3)/灘崎(2)/灘浜(1)
2380	庇	630	3.2254	99.385	庇護(284)/庇(137)/庇っ(58)/庇う(43)/庇い(31)/雪庇(27)/庇おう(10)/板庇(8)/眉庇(6)/孫庇(4)/庇え(3)/庇髮(3)/目庇(3)/小庇(2)/庇いだて(2)/庇柱(2)/屋根庇(1)/庇い合わ(1)/庇い立て(1)/庇髪(1)
2381	梱	630	3.2254	99.386	梱包(541)/同梱(79)/梱(5)/開梱(5)
2382	輿	629	3.2203	99.387	神輿(271)/輿(181)/御輿(46)/輿入れ(36)/輿論(22)/入輿(15)/輿地(13)/広輿(6)/駕輿(5)/尾輿(4)/輿望(4)/腰輿(3)/輿山(3)/塗輿(2)/宮神輿(2)/御輿洗い(2)/方輿(2)/神輿洗(2)/肩輿(2)/乗輿(1)
2383	謹	627	3.2101	99.389	謹慎(318)/謹ん(95)/謹厳(67)/謹賀(23)/謹(20)/謹啓(20)/謹製(16)/謹直(11)/謹一(7)/謹白(6)/謹也(4)/謹呈(4)/謹聴(4)/謹二(3)/謹言(3)/公謹(2)/謹平(2)/謹次(2)/謹読(2)/大行不顧細謹(1)
2384	隼	627	3.2101	99.390	隼人(417)/隼(107)/隼子(40)/隼雄(27)/隼鷹(13)/隼太(5)/隼別(4)/隼磨(3)/小隼(2)/西隼上り(2)/隼男(2)/隼町(2)/隼也(1)/隼斗(1)/鴨一隼戸(1)
2385	盃	624	3.1947	99.391	盃(513)/乾盃(20)/大盃(16)/酒盃(13)/盃事(10)/祝盃(7)/行盃人(7)/天盃(4)/水盃(4)/盃洗(4)/返盃(4)/別盃(2)/献盃(2)/盃酒(2)/金盃(2)/銀盃(2)/台盃(1)/床盃(1)/洋盃(1)/浮盃津(1)
2386	滲	621	3.1793	99.392	滲ん(149)/滲み(89)/滲む(76)/滲み出(73)/滲ま(71)/滲出(49)/滲透(32)/滲み出る(23)/滲み出し(19)/滲み込ん(5)/滲みだす(4)/滲みる(4)/滲み出さ(4)/滲み込ま(3)/滲(2)/滲みだし(2)/滲み出す(2)/滲み消え(2)/滲み通っ(2)/滲みあがっ(1)
2387	臥	620	3.1742	99.393	仰臥(75)/臥(61)/臥床(61)/臥し(58)/臥位(49)/側臥(37)/病臥(26)/臥す(25)/臥薪(24)/臥竜(21)/横臥(17)/臥龍(17)/臥せっ(14)/腹臥(13)/坐臥(11)/臥室(11)/臥所(11)/伏臥(10)/臥せ(8)/草臥れ(8)
2388	梢	618	3.1640	99.394	末梢(326)/梢(242)/新梢(29)/梢間(11)/梢風(3)/裸梢(2)/枝梢(1)/梢さがり(1)/梢方(1)/梢星(1)/梢枝(1)
2389	拗	615	3.1486	99.395	執拗(525)/拗ね(62)/拗ねる(6)/拗音(6)/拗(4)/執拗く(2)/拗ね者(2)/拗れ(2)/執ッ拗い(1)/拗く(1)/拗じ曲っ(1)/拗れる(1)/拗歩(1)/拗糸(1)
2390	奢	614	3.1435	99.396	華奢(228)/豪奢(103)/奢っ(66)/奢侈(62)/奢り(53)/奢ら(27)/奢る(25)/蘭奢(21)/奢(5)/驕奢(5)/奢れ(3)/奢れる(3)/奢ろう(3)/伯奢(2)/奢摩他(2)/伊奢沙別(1)/奢り昂る(1)/奢婆羅(1)/奢灞都(1)/奢華(1)
2391	藁	613	3.1384	99.397	藁(342)/麦藁(58)/藁科(47)/藁屋根(19)/藁葺き(18)/藁束(12)/藁床(10)/稲藁(9)/藁屋(8)/藁葺(7)/藁しべ(6)/藁塚(6)/藁屑(5)/藁灰(5)/寝藁(4)/藁ぶき(4)/藁火(4)/巻藁(3)/藁くず(3)/藁ボッチ(3)
2392	坦	612	3.1333	99.398	平坦(469)/坦々(47)/坦坦(32)/坦懐(20)/坦(13)/連坦(9)/坦図(7)/孟坦(7)/坦庵(5)/坦夷(2)/阿勒坦(1)
2393	醐	611	3.1282	99.399	醍醐(379)/後醍醐(230)/醐(2)
2394	埃	610	3.1230	99.400	埃(428)/土埃(58)/砂埃(44)/塵埃(23)/埃まみれ(21)/埃り(8)/埃及(8)/砂埃り(5)/綿埃(5)/蘇維埃(5)/埃塗れ(2)/埃取り(1)/埃風(1)/日向埃(1)
2395	醍	610	3.1230	99.401	醍醐(379)/後醍醐(230)/醍(1)
2396	漕	608	3.1128	99.402	漕ぎ(155)/漕い(116)/漕ぐ(87)/漕ぎ手(40)/阿漕(24)/漕ぎつけ(19)/漕が(12)/漕げ(12)/漕ぎ着け(11)/漕(10)/漕ぎ寄せ(9)/漕ぎ出す(7)/漕げる(7)/漕手(7)/漕艇(7)/競漕(7)/運漕(6)/回漕(5)/手漕ぎ(5)/漕ごう(4)
2397	纏	608	3.1128	99.403	纏っ(98)/纏め(90)/纏向(83)/半纏(65)/纏(42)/纏う(31)/纏まっ(31)/纏わる(21)/纏い(19)/纏める(14)/纏足(12)/纏まり(11)/纏まら(8)/纏わ(8)/纏わりつい(7)/付き纏っ(5)/一纏め(4)/纏つ(4)/纏まる(4)/纏綿(4)
2398	椒	607	3.1077	99.404	胡椒(364)/山椒(188)/花椒(28)/椒(9)/辣椒(8)/青椒肉絲(7)/青椒肉糸(3)
2399	煽	607	3.1077	99.405	煽動(125)/煽る(112)/煽ら(100)/煽っ(91)/煽り(64)/煽り立て(22)/煽情(20)/煽りたて(12)/煽(11)/煽り立てる(11)/煽りたてる(7)/煽て(4)/煽ぎ(3)/煽ぐ(2)/煽つ(2)/煽てりゃ(2)/煽れ(2)/煽惑(2)/売り煽ら(1)/売り煽り(1)
2400	些	606	3.1026	99.406	些細(448)/些か(60)/些事(25)/些末(23)/些少(20)/些(14)/些と(6)/些も(4)/些とも(2)/些々(1)/些っとも(1)/些子(1)/較些(1)
2401	眞	606	3.1026	99.407	眞(153)/眞勲(59)/眞弓(37)/眞人(31)/眞三郎(26)/和眞(21)/眞鍋(21)/寫眞(20)/眞紀子(18)/眞名井(14)/眞一(10)/眞一郎(10)/眞男(10)/文眞(9)/眞悟(9)/眞言(9)/眞二(8)/眞姫那(8)/眞子(8)/眞物(8)
2402	汎	603	3.0872	99.408	汎用(333)/広汎(112)/汎(98)/汎神(36)/汎発(8)/汎化(5)/汎愛(2)/汎我(2)/汎秀(2)/剛汎(1)/汎く(1)/汎子(1)/汎論(1)/汎通(1)
2403	瘦	602	3.0821	99.409	瘦せ(406)/瘦身(30)/瘦せ細っ(25)/瘦せこけ(22)/瘦せぎす(21)/瘦せ衰え(21)/瘦せる(19)/瘦(13)/瘦軀(8)/瘦せ型(6)/瘦せおとろえ(4)/瘦せっぽち(4)/瘦せよう(3)/瘦せ細り(3)/瘦肉(3)/肥瘦(3)/瘦せほそっ(2)/瘦薄(2)/着瘦せ(2)/瘦け(1)
2404	嘔	601	3.0770	99.410	嘔吐(550)/嘔気(38)/嘔き気(4)/嘔(3)/嘔き(2)/靉嘔(2)/嘔く(1)/鎮嘔(1)
2405	痙	600	3.0718	99.411	痙攣(544)/痙性(19)/痙直(16)/鎮痙(8)/痙縮(7)/痙(2)/書痙(1)/痙れ(1)/痙咳(1)/痙攣ら(1)
2406	甥	599	3.0667	99.412	甥(467)/甥っ子(116)/甥姪(12)/外甥(3)/叔甥(1)
2407	升	598	3.0616	99.413	升(508)/升田(21)/升麻(8)/升形(7)/升米(7)/升目(6)/難升米(6)/福升(5)/升込(4)/升酒(4)/景升(3)/酒升(3)/升吉(2)/升席(2)/帥升(2)/三升(1)/倉升(1)/升三(1)/升伯(1)/升味(1)
2408	皺	597	3.0565	99.414	皺(513)/皺くちゃ(19)/縦皺(18)/小皺(10)/横皺(4)/皺面(4)/笑い皺(4)/皺ん(3)/皺寄せ(3)/皺よせ(2)/皺眉(2)/皺腹(2)/皺襞(2)/たたみ皺(1)/たて皺(1)/皺々(1)/皺くちや(1)/皺だるん(1)/皺づら(1)/皺め(1)
2409	駕	596	3.0514	99.415	駕籠(260)/凌駕(185)/駕(28)/駕籠かき(24)/駕洛(23)/車駕(11)/駕籠屋(10)/早駕籠(6)/駕籠町(6)/陵駕(5)/駕輿(5)/出駕(4)/別駕(3)/皿駕籠(3)/駕籠わき(3)/駕籠舁き(3)/駕籠落ち(3)/塗り駕籠(2)/宿駕籠(2)/来駕(2)
2410	峨	595	3.0462	99.416	嵯峨(416)/嵯峨野(110)/峨々(14)/後嵯峨(10)/蔡峨(10)/峨眉(6)/一峨(5)/峨門(5)/峨(3)/瑳峨(3)/峨峨(2)/峨嵋山(2)/嵯峨の屋(2)/嵯峨山(2)/峨典(1)/峨帽(1)/峨王(1)/嵯峨北堀町(1)/谷峨(1)
2411	悼	595	3.0462	99.417	追悼(347)/哀悼(113)/悼む(64)/悼ん(40)/悼み(22)/悼(4)/悼ま(3)/悼み悲しむ(1)/悼もう(1)
2412	凌	592	3.0309	99.418	凌駕(185)/凌ぐ(128)/凌ぎ(70)/凌辱(57)/凌い(52)/凌雲(29)/凌(23)/凌げ(8)/凌げる(6)/凌風(5)/凌統(4)/凌が(3)/凌一(3)/凌操(3)/凌ごう(2)/凌太(2)/凌霄花(2)/謳凌(2)/凌げよう(1)/凌げりゃ(1)
2413	蟹	592	3.0309	99.419	蟹(356)/蟹沢(85)/蟹座(55)/蟹江(20)/巨蟹(13)/蟹田(9)/沢蟹(8)/蟹股(7)/わたり蟹(6)/ズワイ蟹(6)/毛蟹(4)/蟹肉(3)/蟹鍋(3)/渡り蟹(2)/蟹場(2)/蟹汁(2)/蟹瀬(2)/ずわい蟹(1)/大蟹(1)/芦蟹(1)
2414	鞘	592	3.0309	99.420	鞘(336)/腱鞘(59)/鞘師(54)/海鞘(34)/利鞘(15)/逆鞘(12)/髄鞘(10)/鞘走っ(9)/朱鞘(7)/鞘翅(7)/鞘巻(6)/鞘町(5)/鞘走ら(4)/外鞘(3)/革鞘(3)/鞘堂(3)/鞘引き(3)/黒鞘(3)/白鞘(2)/葉鞘(2)
2415	罠	591	3.0258	99.421	罠(579)/輪罠(6)/シビレ罠(5)/罠婚(1)
2416	鯉	591	3.0258	99.422	鯉(311)/鯉のぼり(95)/鯉口(36)/錦鯉(29)/鯉淵(17)/鯉沢(12)/河鯉(11)/鯉魚(10)/鯉沼(9)/鯉川(8)/緋鯉(7)/松鯉(6)/鯉こく(6)/鯉丈(5)/鯉幟(5)/大鯉(4)/寒鯉(4)/真鯉(3)/養鯉(3)/鯉人(2)
2417	朋	590	3.0206	99.423	朋子(83)/朋也(66)/朋友(66)/有朋(60)/朋輩(54)/同朋(48)/朋美(41)/朋(28)/桐朋(17)/朋恵(13)/朋希(11)/朋市(9)/金朋(8)/朋香(7)/朋央(6)/朋文(6)/南朋(5)/朋彦(5)/朋江(5)/朋樹(4)
2418	遼	590	3.0206	99.424	遼(176)/遼太郎(149)/遼寧(71)/遼東(68)/遼陽(42)/張遼(26)/遼子(15)/遼河(14)/遼遠(7)/遼平(6)/遼一(4)/遼吉(4)/叔遼(3)/西遼(2)/義遼(1)/遼三郎(1)/遼西(1)
2419	瞑	588	3.0104	99.425	瞑想(416)/瞑っ(54)/瞑目(40)/瞑り(26)/瞑る(13)/瞑眩(9)/瞑れ(6)/瞑す(5)/瞑ら(5)/秋瞑(5)/瞑つ(2)/瞑(1)/瞑い(1)/瞑き(1)/瞑し(1)/瞑ま(1)/瞑むり(1)/瞑慮(1)
2420	躰	588	3.0104	99.426	躰(569)/躰つき(7)/身躰(4)/法躰(2)/玉躰(2)/一躰(1)/女躰(1)/物躰(1)/躰仁(1)
2421	嗜	586	3.0002	99.427	嗜好(425)/嗜み(34)/嗜癖(24)/嗜虐(24)/嗜む(17)/嗜ん(12)/嗜(10)/嗜眠(10)/嗜ま(8)/身嗜み(5)/優嗜曇(3)/嗜める(3)/嗜欲(2)/嗜食(2)/身嗜(2)/不嗜(1)/嗜め(1)/嗜事(1)/嗜糞(1)/嗜飲(1)
2422	瞼	586	3.0002	99.428	瞼(488)/眼瞼(68)/下瞼(11)/瞼板(9)/上瞼(8)/右瞼(2)
2423	縞	584	2.9899	99.429	縞(436)/縦縞(38)/横縞(24)/縞柄(17)/縞目(17)/縞馬(6)/よろけ縞(5)/たて縞(4)/縞々(4)/竪縞(3)/縞斑(3)/縞糸(3)/斑縞(2)/白縞(2)/縞木(2)/縞物(2)/縞猫(2)/縞田(2)/青縞(2)/黒縞(2)
2424	鮎	584	2.9899	99.430	鮎(242)/鮎川(138)/鮎子(102)/鮎釣り(21)/置鮎(12)/若鮎(12)/稚鮎(10)/落ち鮎(7)/鮎美(6)/落鮎(5)/鮎沢(5)/下り鮎(4)/錆鮎(2)/鮎原(2)/鮎漁(2)/鮎澤(2)/鮎釣(2)/とまり鮎(1)/渋鮎(1)/鮎つり(1)
2425	纂	583	2.9848	99.431	編纂(550)/纂(24)/類纂(5)/彙纂(2)/纂集(2)
2426	旺	582	2.9797	99.432	旺盛(527)/旺文(27)/旺(17)/旺ん(6)/旺相(2)/劉旺(1)/旺季(1)/預旺(1)
2427	蝦	581	2.9746	99.433	蝦夷(505)/蝦(24)/蝦蟇(13)/蝦丸(6)/蝦狄(6)/小蝦(4)/蝦名(4)/蝦蟇蛙(4)/蝦乃木(2)/蝦夷ガ島(2)/蝦夷ケ島(2)/醬蝦(2)/むき蝦(1)/干し蝦(1)/蝦仁(1)/蝦油(1)/蝦蛄(1)/蝦醬(1)/麁蝦夷(1)
2428	壬	580	2.9694	99.434	壬生(435)/壬申(57)/壬(33)/壬辰(18)/壬寅(14)/壬戌(7)/壬午(6)/壬子(3)/壬癸(2)/侑壬子(1)/壬二(1)/壬兵衛(1)/弘壬(1)/紹壬(1)
2429	亘	577	2.9541	99.435	亘理(260)/亘(136)/亘っ(86)/亘る(45)/亘り(34)/亘つ(4)/公亘(4)/亘名(3)/亘れ(1)/亘利(1)/亘子(1)/亘輝(1)/宗亘(1)
